2022-11-22,Fun Fact,Der derzeitige Feuerschlucker-Weltrekord liegt bei 118 Fackeln in einer Minute. 
2022-11-23,Tipp,Such dir Kastanien und Zahnstocher und bastele dir lustige Kastanientiere.
2022-11-24,Fun Fact,"Es gibt eine Blume, die Rumpelstilzchen heißt. "
2022-11-25,Witz,Unterhalten sich 2 Kerzen. Sagt die eine zur anderen: „Ist Wasser eigentlich gefährlich?“ Sagt die andere: „Kannste aber von ausgehen.“  
2022-11-26,Vorschlag,"Mach dir deinen eigenen Tee. Nimm dir 3 Blätter Minze, 2 dünne Scheiben einer Ingwerknolle, ein paar Tropfen Zitrone und Orange. Gib alles in eine Tasse, koche Wasser und gieß es in die Tasse. "
2022-11-27,,
2022-11-28,Fun Fact,Es leben ungefähr 100.000 Kleinwüchsige in Deutschland
2022-11-29,Fun Fact,"Der November war ursprünglich im römischen Kalender der neunte Monat, was man auch im Namen „novem“= neun erkennt. "
2022-11-30,Fun Fact,"Märchen sind immer gleich aufgebaut, es wird aufgeteilt in Gut und Böse und es gibt oftmals Fantasiewesen.  "
2022-12-01,Fun Fact,Das Märchen „Hänsel und Gretel“ hieß ursprünglich „Roland und May-Bird.“ Diesen Monat erfahrt ihr noch mehr über das Geschwisterpaar.
2022-12-02,Witz,Was essen Autos ganz besonders gerne? Parkplätzchen.
2022-12-03,Vorschlag,Backe leckere Lebkuchen. Einfach QR-Code scannen und los geht’s.
2022-12-04,,
2022-12-05,Zitat,"„Knusper, Knusper, Knäuschen, wer knuspert an meinem Häuschen?“ – die Hexe aus Hänsel und Gretel"
2022-12-06,Witz,Was ist das Gegenteil von Reformhaus? Reh hinterm Haus.
2022-12-07,Vorschlag,Hänsel und Gretel (1987)
2022-12-08,Fun Fact,Der Alkoholkonsum der Deutschen steigt im Dezember um rund 36%.
2022-12-09,Witz,Was macht ein Clown im Büro? Faxen.
2022-12-10,Vorschlag,"Wenn ihr jetzt schon die ersten Lebkuchen gebacken habt, müsst ihr nur noch ein Lebkuchenhaus basteln."
2022-12-11,,
2022-12-12,Zitat,"„Der Wind, der Wind, das himmlische Kind.“ - Hänsel und Gretel"
2022-12-13,Witz,"Sagt eine Blondine zur anderen: Dieses Jahr fällt Weihnachten auf einen Freitag. Sagt die andere: Oh, dann hoffentlich nicht auf einen 13."
2022-12-14,Vorschlag,A Christmas Prince (2017)
2022-12-15,Fun Fact,In Australien ist Weihnachten im Sommer.
2022-12-16,Witz,Was machen Mathematiker im Garten? Wurzeln ziehen.
2022-12-17,Vorschlag,Bis Weihnachten ist es nicht mehr weit. Fang jetzt an und backe dir Friesenkekse.
2022-12-18,,
2022-12-19,Fun Fact,"Hänsel und Gretel basiert auf einem wahren Hintergrund. Der Vater und die Mutter hatten zu wenig Essen und Trinken für sich und ihre Kinder, deshalb beschließt die Mutter, ihre Kinder im Wald auszusetzen."
2022-12-20,Witz,"Egal wie gut du schläfst, Albert schläft wie Einstein."
2022-12-21,Vorschlag,Der Grinch (2018)
2022-12-22,Zitat,"„Warte, wenn der Mond aufgeht, dann sehe ich die Bröcklein Brot, die ich ausgestreut habe, die zeigen uns den Weg nach Hause.“ – Hänsel und Gretel"
2022-12-23,Witz,"Wie nennt man einen Keks, der unter einem Baum liegt? Ein schattiges Plätzchen."
2022-12-24,Ferien,
2022-12-25,Ferien,
2022-12-26,Ferien,
2022-12-27,Ferien,
2022-12-28,Ferien,
2022-12-29,Ferien,
2022-12-30,Ferien,
2022-12-31,Ferien,
2023-01-01,Ferien,
2023-01-02,Ferien,
2023-01-03,Ferien,
2023-01-04,Tipp,Jedes Jahr am 4.1. findet das dritte Springen der Vierschanzentournee im Skispringen auf der Bergiselschanze in Innsbruck statt.
2023-01-05,Zitat,"„Es kommt alles zurück. Das Gute, das Böse. Das Pech und das Glück. Es kommt alles zurück.“ ~ Frau Holle"
2023-01-06,Fun Fact,Die Blume des Januars ist die Nelke.
2023-01-07,,
2023-01-08,,
2023-01-09,Witz,"Wenn es Frau Holle wirklich gibt und das Wetter auf ihre Kappe geht, dann rate ich ihr, dringend zum Therapeuten zu gehen."
2023-01-10,,
2023-01-11,Tipp,"Wintersport wie beispielsweise Langlaufen hilft nicht nur beim Stressabbau, sondern macht auch sehr viel Spaß. Probier´s mal aus!"
2023-01-12,Zitat,"„Die Lüge ist wie ein Schneeball: je länger man ihn rollt, desto größer wird er.“ ~ Martin Luther"
2023-01-13,Fun Fact,Frau Holle steht an Stelle 24 in den Kinder- und Hausmärchen der Gebrüder Grimm.
2023-01-14,Vorschlag,James Bond 007 – Im Geheimdienst Ihrer Majestät (1969): Von den Schweizer Alpen aus plant der Oberschurke Blofeld die bakterielle Verseuchung der Erde. Gemeinsam mit der schönen Tracy nimmt Bond gegen Blofelds schwerbewachte Festung in den Alpen den Kampf auf.
2023-01-15,,
2023-01-16,Witz,"Was ist der Unterschied zwischen Schnee und einem Bäcker? Der Schnee kann liegen bleiben, der Bäcker nicht."
2023-01-17,,
2023-01-18,Fun Fact,"Gewürze wie Chili, Zimt und vor allem Ingwer verbessern die Wärmeverteilung im Körper, wodurch man im Winter schneller wieder aufwärmt."
2023-01-19,Witz,"„Es gibt kein schlechtes Wetter, es gibt nur falsche Kleidung.“"
2023-01-20,Fun Fact,"Frau Holle ist eine der wenigen älteren Frauen, die in Märchen positiv dargestellt wird."
2023-01-21,Vorschlag,"Heiße Schokolade: 130ml Milch und 30ml Sahne in einem Topf erhitzen und das Mark aus einer ¼ Vanilleschote, ½ Messerspitze Kardamom, 15g Zucker und 15g Kakaopulver dazu geben. In der Zwischenzeit 50g Schokolade grob hacken und unter ständigem Rühren im Topf schmelzen lassen. Die heiße Schokolade in Tassen füllen und mit einer Handvoll Marshmallows und Schokoraspeln dekorieren."
2023-01-22,,
2023-01-23,Witz,Diesen Winter habe ich mir zwei Schneeschippen gekauft. Ich paarschippe jetzt.
2023-01-24,,
2023-01-25,Funfact,"Heute vor 99 Jahren begann in Chamonix – Mont Blanc (Frankreich) die „Internationale Wintersportwoche“, der erst im Nachhinein der Titel „1. Olympische Winterspiele“ zugesprochen wurde."
2023-01-26,Zitat,„Kikeriki…unsere goldene Jungfrau ist wieder hi.“ ~ Hahn im Märchen Frau Holle
2023-01-27,Fun Fact,Frau Holle wird auf Zeichnungen schon sehr lange mit Kopftuch dargestellt.
2023-01-28,Vorschlag,"Mord im Orient Express (2017): Ein heftiger Schneesturm zwingt den Orient Express zum Anhalten, als das Zugpersonal die Leiche des Händlers Mr. Ratchett entdeckt. Kann der mitreisende Meisterdetektiv Hercule Poirot den Fall lösen, bevor der Mörder wieder zuschlägt? Ein spannender Krimi, basierend auf Agatha Christies gleichnamigem Roman."
2023-01-29,,
2023-01-30,Witz,Häschen zum Schneemann: „Möhre her oder ich föhn dich!“
2023-01-31,,
2023-02-01,Fun Fact,"Diesen Monat dreht sich alles um Schneewittchen, die mit 14 Jahren die jüngste Disney- Prinzesssin ist"
2023-02-02,Zitat,"""Man ist nie zu alt, um jung zu sein"" - Film Schneewittchen und die 7 Zwerge"
2023-02-03,Quiz ,"Auf welche Weise erweckt der Prinz Schneewittchen wieder zum Leben? A) durch eine Tasse Kaffe , B)durch einen Knall, C)  durch einen Kuss    Antwort: C"
2023-02-04,Tipp," Geht zum Eisplatz am Waldsee Lindenberg, dort ist jeden Freitag von 17:30 - 19:00 Uhr Eisdisco mit cooler Musik. Ganz viel Spaß!"
2023-02-05,,
2023-02-06,Witz,Was ist rot und fliegt?- Ein Schneeball  mit Sonnenbrand
2023-02-07,Quiz ,In welchem Jahr kann der Film Schneewittchen heraus? A) 1950 B) 1941 C) 1998 Antwort: B
2023-02-08,Fun Fact,"Schneewittchen hat das Sternzeichen Jungfrau: ordentlich, zuverlässig und diszipliniert"
2023-02-09,Zitat,"""Haut so weiß wie Schnee, Lippen so rot wie Blt, Haare so schwarz wie Ebenholz."" Schneewittchen"
2023-02-10,Witz ,"Ein Schneemann sagt zum anderen: ""Lustig, ich riech´auch Karotten."""
2023-02-11,Vorschlag,"250g Mehl, ein Ei, 100g Zucker, eine Prise Salz und etwas Fett in einer großen Schlüssel zusammenrühren,dann goldbraun in einem Waffeleisen backen und genießen"
2023-02-12,,
2023-02-13,Witz ,Was hüpft durch den Schnee und ist schwarz und weiß? - Ein Springuin
2023-02-14,Tipp,"Pancakes in Herzform backen, denn heute ist Valentinstag. Alles Liebe!"
2023-02-15,Quiz ,Von wem stammt das Märchen Schneewittchen? A) Gebrüder Grimm B) Astrid Lindgren C) Hans-Christian Andersen
2023-02-16,Zitat,"""Na, da sind die sieben kleine Stühle ! Das müssen sieben kleine Kinder sein."""
2023-02-17,Fun Fact,Es gibt ein Parfum von Schneewittchen. Nach was das wohl riecht?
2023-02-18,Vorschlag,Einfach eine alte Plastiktüte nehmen und rodeln gehen. Geht super schnell und ist ganz einfach.
2023-02-19,Ferien,
2023-02-20,Ferien,
2023-02-21,Ferien,
2023-02-22,Ferien,
2023-02-23,Ferien,
2023-02-24,Ferien,
2023-02-25,Tipp,Am Hündle in Oberstaufen kann man im Winter Reifen ausleihen und runter rodeln.
2023-02-26,,
2023-02-27,Witz ,Niemals gelben Schnee essen
2023-02-28,Fun Fact,"Die Moral des Märchens Schneewittchen ist, dass Eitelkeit übel endet und sich das Gute immer durchsetzt"
2023-03-01,Quiz ,"Aus welchem Märchen stammt folgendes Zitat? „Ei, Großmutter, was hast du für eine große Nase!“ Antwort: Rotkäppchen, das Märchen der Monats März."
2023-03-02,Fun Fact,Rotkäppchen ist ein deutsches Märchen.
2023-03-03,Fun Fact,Der Wolf (Canis lupus) ist das größte Raubtier aus der Familie der Hunde (Canidae).
2023-03-04,Rezept,Probiert mal eine leckere Rotkäppchen-Torte. Viel Spaß beim Nachbacken.
2023-03-05,,
2023-03-06,Witz ,"Was ist braun, knusprig und spaziert durch den Wald? Brotkäppchen"
2023-03-07,Quiz ,"Was hat Rotkäppchen bei sich? A) einen Koffer, B) ihre Schultasche, C) einen Korb Antwort: C) einen Korb"
2023-03-08,Fun Fact,Rotkäppchen erschien 1812 im Ersten Band der Kinder- und Hausmärchen von Jacob und Wilhelm Grimm.
2023-03-09,Zitat,"„Ei, Großmutter, was hast du für große Ohren!“ – „Dass ich dich besser hören kann!“ - Rotkäppchen"
2023-03-10,Fun Fact,Von allen Säugetieren hatte der Wolf ursprünglich das weltweit größte Verbreitungsgebiet.
2023-03-11,Witz ,Was ist gefährlich? Niesen bei Durchfall. 😊
2023-03-12,Fun Fact, heute hat Sebastian Geburtstag
2023-03-13,Witz ,"„Verzeihung, nach Rotkäppchen muss ich immer aufstoßen.“"
2023-03-14,Quiz ,"Was pflückt Rotkäppchen im Wald? A) Blumen, B) Kräuter, C) Beeren Antwort: A) Blumen"
2023-03-15,Fun Fact,Die Brüder Grimm haben ab 1806 von Kassel aus mit dem Sammeln von Märchen begonnen
2023-03-16,Zitat,"„Ei, Großmutter, was hast du für große Augen!“ – „Dass ich dich besser sehen kann!“ - Rotkäppchen"
2023-03-17,Fun Fact,Die Handexemplare der „Kinder- und Hausmärchen“ der Brüder Grimm wurden 2005 ins UNESCO-Weltdokumentenerbe aufgenommen.
2023-03-18,Vorschlag,"Ein Brötchen aufschneiden. Ein knusprig gebratenes Schnitzel nehmen, Ketchup oder Senf darauf tun und ins Brötchen legen. Nach Belieben auch Salat oder Tomaten hinzufügen."
2023-03-19,,
2023-03-20,Witz ,Was ist grau und springt durch den Wald? – Ein Jumpignon!
2023-03-21,Quiz ,"Wen trifft Rotkäppchen im Wald? A) Sponge Bob, B) einen Wolf, C) eine Freundin Antwort: B) den (bösen) Wolf"
2023-03-22,Fun Fact,"Rotkäppchen ist bekannt durch die Gebrüdern Grimm, allerdings schrieb Charles Perraut 100 Jahre davor bereits diese Geschichte."
2023-03-23,Zitat,"„Ei, Großmutter, was hast du für große Hände!“ – „Dass ich dich besser packen kann!“ - Rotkäppchen"
2023-03-24,Fun Fact,"In freier Wildbahn können Wölfe 8 bis 15 Jahre alt werden, in Gefangenschaft bis zu 20 Jahre."
2023-03-25,Rezept,"Schokopudding: Zutaten: 100g Zartbitterschokolade (50 % Kakaoanteil), 500ml Milch, 35g Speisestärke, 2El Kakaopulver, 50g Zucker Zubereitung: Schokolade grob hacken. 350 ml Milch in einem Topf erwärmen. Die Hälfte der Schokolade zugeben und unter Rühren schmelzen. Die restliche Milch mit Stärke, Kakao und Zucker mit dem Schneebesen klümpchenfrei verrühren. Schokoladenmilch unter Rühren zum Kochen bringen. Kakao-Stärke-Mischung einrühren, aufkochen und 1 Min. kochen. Heißen Pudding in 4 Tassen füllen (Inhalt ca. 150 ml), mit Klarsichtfolie abdecken und kaltstellen."
2023-03-26,,
2023-03-27,Witz ,"Vater zum Sohn: „Wie eine 6 in Deutsch? Hab doch geübt mit du."""
2023-03-28,Quiz ,"Wer rettet Rotkäppchen und ihre Großmutter? A) ein Förster, B) die Mutter, C) ein Jäger Antwort: C) ein Jäger"
2023-03-29,Fun Fact,Rotkäppchen ist ein Mädchen zwischen acht und fünfzehn Jahren.
2023-03-30,Quiz ,"Wen geht Rotkäppchen besuchen? A) den Kasper, B) die Oma, C) ihre Tante Antwort: B) die Oma"
2023-03-31,Fun Fact,Die heute bekannten Versionen vieler Märchen sind gekürzt und weniger gewaltsam als ihr Original.
2023-04-01,Fun Fact,Der volle Name des Märchens der Froschkönig lautet: „Der Froschkönig oder der eiserne Heinrich“. Dieses Märchen begleitet euch im Monat April. Aber jetzt erstmal schöne Osterferien.
2023-04-02,Fun Fact,
2023-04-03,Ferien,
2023-04-04,Ferien,
2023-04-05,Ferien,
2023-04-06,Ferien,
2023-04-07,Ferien,
2023-04-08,Ferien,
2023-04-09,Ferien,
2023-04-10,Ferien,
2023-04-11,Ferien,
2023-04-12,Ferien,
2023-04-13,Ferien,
2023-04-14,Ferien,
2023-04-15,,
2023-04-16,,
2023-04-17,Fun Fact,Pepe der Frosch ist eine Figur aus dem amerikanischen Webcomic „Boy‘s Club“.
2023-04-18,Witz,"Sitzen zwei Frösche am Teich, als es zum Regnen anfängt. Da sagt der eine zum anderen: „Komm wir springen ins Wasser, sonst werden wir noch nass!“"
2023-04-19,Tipp,"Verspreche lieber nichts, wenn du dein Wort nicht halten kannst."
2023-04-20,Fun Fact,"In Frankreich, der Westschweiz, Belgien, Luxemburg, Portugal, Louisiana und der Karibik ist es üblich, Frösche zu essen."
2023-04-21,Nice to know,Der tiefste Brunnen der Welt ist 197m tief und befi ndet sich auf der Burg Regenstein.
2023-04-22,Vorschlag,Der Froschkönig (2008): Der deutsche Märchenfilm hat das Märchen auf besondere Art und Weise interpretiert. Und er dauert nur eine Stunde. Probiere den Film mal aus.
2023-04-23,,
2023-04-24,Fun Fact,"Am Trevi-Brunnen in Rom landen jeden Tag knapp 4000 Euro in Form von Münzen im Wasser. Man sagt, wenn man Geld in den Brunnen wirft, geht ein Wunsch in Erfüllung."
2023-04-25,Tipp,"Kennst du das Videospiel Frogger? Es geht um einen kleinen Frosch, der versucht, heil über die Straße zu kommen. Online gibt es viele kostenfreie Angebote. Viel Spaß!"
2023-04-26,Fun Fact,In manchen Versionen des Märchens „Froschkönig“ küsst die Prinzessin den Frosch gar nicht.
2023-04-27,Witz,Was isst ein Frosch am liebsten? Quark!
2023-04-28,Fun Fact,"Frösche müssen nicht trinken, nehmen aber über ihre Haut Flüssigkeit auf."
2023-04-29,Vorschlag,"Waldmeistertee: Zutaten: 250ml Wasser, 2 Teelöffel Waldmeisterkraut Zubereitung: Gieße Waldmeisterkraut mit heißem Wasser auf. Warte ca. 30 Min., dann ist dein Tee fertig und hat eine schöne grüne Farbe."
2023-04-30,,
2023-05-01,Witz,"Mein Vorbild auf ewig: Dornröschen. Kann nichts, schläft 100 Jahre, wacht auf und wird Königin."
2023-05-02,,
2023-05-03,Fun Fact,Heute vor 529 Jahren hat Christoph Kolumbus auf seiner zweiten Reiseals erster Europäer die Karibikinsel Jamaika entdeckt.
2023-05-04,Zitat,"„They say if you dream a thing more than once, it's sure to come true.“ ~Sleeping Beauty"
2023-05-05,Fun Fact,"Der Mai ist der Monat, in welchem die meisten Tornados in Amerika stattfindet."
2023-05-06,Tipp,"Maleficent - Ein Film über die Böse Fee von Dornröschen, schaut mal rein. "
2023-05-07,Tipp ,"Maleficent - Ein Film über die Böse Fee von Dornröschen, schaut mal rein. "
2023-05-08,Witz,"Das unrealistischste an Dornröschen ist ja, dass der Prinz sie nach 100 Jahren auf den Mund küsst."
2023-05-09,,
2023-05-10,Fun Fact ,Die ideale Temperatur im Schlafzimmer zum Einschlafen liegt zwischen 16 und 18 Grad Celcius. Probiere es mal aus!
2023-05-11,Zitat,"„Warum etwas sagen, wenn man es singen kann“ ~ Walt Disney "
2023-05-12,Fun Fact,"Nach Dumbo ist Aurora die Disney-Hauptfigur, die am wenigsten spricht."
2023-05-13,Tipp,Das perfekte Muttertags-Geschenk : Rosen aus Papier basteln und Verschenken.
2023-05-14,Tipp ,Heute ist Muttertag!
2023-05-15,Witz,"Alle schlafen einer spricht, dieses nennt man Unterricht. "
2023-05-16,,
2023-05-17,Fun Fact,"Heute vor 162 Jahren, hat der schottische Physiker James Clerk Maxwell das erste Farbfoto vorgeführt. "
2023-05-18,Zitat,"„Vielfalt ist unsere Stärke. Wie langweilig und unnütz wäre das Leben, wenn alle gleich wären.“ ~ Angelina Jolie, Schauspielerin"
2023-05-19,Fun Fact ,"Der Prinz von Dornröschen wurde nach dem Ehemann von Königin Elizabeth ll., Prince Philip Herzog von Edingburgh benannt. "
2023-05-20,Tipp,"Das Geheimnis der dunklen Fee- Hier erfährst du, wie die Dunkle Fee Maleficent zum Bösewicht geworden ist. Viel Spaß beim Nachlesen."
2023-05-21,Tipp,"Das Geheimnis der dunklen Fee- Hier erfährst du, wie die Dunkle Fee Maleficent zum Bösewicht geworden ist. Viel Spaß beim Nachlesen."
2023-05-22,Witz,Warum lassen Blondinen das Gartentor offenstehen? - Damit die Rosen frische Luft bekommen. 
2023-05-23,,
2023-05-24,Tipp,"Obwohl Schnarchen für die meisten Menschen harmlos sein dürfte, könnte es ein Hinweis auf eine lebensbedrohende Schlafstörung namens Schlafapnoe-Syndrom sein. "
2023-05-25,Zitat,"„Der Schlaf ist die Nabelschnur, durch die das Individuum mit dem Weltall zusammenhängt“ ~ Friedrich Habbel, Dramatiker "
2023-05-26,Fun Fact,"Wusstest du, dass Obstpflanzen wie Erdbeeren, Himbeeren und Pflaumen zur Familie der Rosengewächse gehören? Wir bislang auch nicht."
2023-05-27,Tipp ,"Rosenlimonade: Eine halbe Zitrone heiß abspühlen und in Scheiben schneiden. In 250 ml Wasser legen und mit 250g Zucker aufkochen. 2-3 Minuten köcheln lassen, bis ein Sirup entstanden ist. Den Sirup vom Herd ziehen und abkühlen lassen. 2-3  Rosenblätter in den kalten Sirup legen und abdecken. An einem kühlen Ort 5-7 Tage ziehen lassen. Danach durch ein Sieb gießen uns in eine heiß ausgespülte Flasche füllen. Den Sirup bis zum Verwenden kühlen. Lasst es euch schmecken."
